filename,filepath,emotion,intensity,actor,gender,statement,repetition,nervousness,confidence,fluency,pace,tone
Actor_03/03-01-06-01-01-01-03.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_03/03-01-06-01-01-01-03.wav,fearful,normal,03,female,Kids are talking by the door,first,0.8346419228318692,0.38990317004130215,0.389784071189969,0.6390184848879397,0.471576170819445
Actor_07/03-01-01-01-01-01-07.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_07/03-01-01-01-01-01-07.wav,neutral,normal,07,female,Kids are talking by the door,first,0.2046756140844031,0.7775085751868959,0.8323218304938903,0.729860163254528,0.5327775511453058
Actor_22/03-01-07-01-02-01-22.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_22/03-01-07-01-02-01-22.wav,disgust,normal,22,male,Dogs are sitting by the door,first,0.11939939460557354,0.6252696560728878,0.7037767139728779,0.6798356364105063,0.5999537826290755
Actor_18/03-01-05-02-02-02-18.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_18/03-01-05-02-02-02-18.wav,angry,strong,18,male,Dogs are sitting by the door,second,0.3936008974996543,0.9821928453761045,0.8370910487268289,1.0,0.8884387044489256
Actor_13/03-01-01-01-02-02-13.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_13/03-01-01-01-02-02-13.wav,neutral,normal,13,male,Dogs are sitting by the door,second,0.12267394830145696,0.7681732298354934,0.8099559312106326,0.6302610607820428,0.6149937364897937
Actor_23/03-01-03-01-01-02-23.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_23/03-01-03-01-01-02-23.wav,happy,normal,23,male,Kids are talking by the door,second,0.13617782477613483,0.894159146945837,0.871282777170645,0.8065244614377721,0.8921825569389968
Actor_23/03-01-01-01-02-02-23.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_23/03-01-01-01-02-02-23.wav,neutral,normal,23,male,Dogs are sitting by the door,second,0.16968790932957778,0.7310178127459158,0.8858657043050819,0.6851167049966232,0.5549385649279345
Actor_06/03-01-08-01-01-02-06.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_06/03-01-08-01-01-02-06.wav,surprised,normal,06,female,Kids are talking by the door,second,0.3579206669189211,0.66885267465746,0.7916260820097141,0.7985254807110347,0.7568370114711818
Actor_09/03-01-03-01-01-01-09.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_09/03-01-03-01-01-01-09.wav,happy,normal,09,female,Kids are talking by the door,first,0.060686796726363075,0.8733711816517914,0.8669787766587983,0.8436575170545231,0.9413820426564807
Actor_01/03-01-05-01-01-01-01.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_01/03-01-05-01-01-01-01.wav,angry,normal,01,female,Kids are talking by the door,first,0.1486439185803933,0.808878945135755,0.7479337796599997,0.8303996272615279,0.8541195894114799
Actor_23/03-01-08-02-02-01-23.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_23/03-01-08-02-02-01-23.wav,surprised,strong,23,male,Dogs are sitting by the door,first,0.4502702855561932,0.7849345946727304,0.9777288488670892,0.9596962091948239,0.9923188693981997
Actor_04/03-01-02-01-01-01-04.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_04/03-01-02-01-01-01-04.wav,calm,normal,04,female,Kids are talking by the door,first,0.10887084516180788,0.7796927543358299,0.9292520581897425,0.7840159042683333,0.6861274071503125
Actor_11/03-01-04-01-02-02-11.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_11/03-01-04-01-02-02-11.wav,sad,normal,11,female,Dogs are sitting by the door,second,0.2614509418316354,0.40135509923520707,0.5851602578807671,0.530973878097862,0.3391455775417008
Actor_15/03-01-04-01-01-01-15.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_15/03-01-04-01-01-01-15.wav,sad,normal,15,male,Kids are talking by the door,first,0.2715595033318859,0.4283158694850418,0.598899858373578,0.3705428208033802,0.29638102532884514
Actor_18/03-01-05-02-02-01-18.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_18/03-01-05-02-02-01-18.wav,angry,strong,18,male,Dogs are sitting by the door,first,0.2698624445361654,0.9141313248225192,0.9275439857636096,0.9903271002908873,1.0
Actor_21/03-01-02-01-02-02-21.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_21/03-01-02-01-02-02-21.wav,calm,normal,21,male,Dogs are sitting by the door,second,0.002227408946903889,0.7560511335336106,0.9219596025491233,0.8144300788014583,0.6364333484837424
Actor_04/03-01-02-01-02-01-04.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_04/03-01-02-01-02-01-04.wav,calm,normal,04,female,Dogs are sitting by the door,first,0.11481934556348096,0.7816355889937221,0.8852989485477515,0.7569214936052133,0.6651364823343803
Actor_22/03-01-08-02-01-02-22.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_22/03-01-08-02-01-02-22.wav,surprised,strong,22,male,Kids are talking by the door,second,0.5183755354735952,0.7534406562452126,0.9593125360233761,0.9743077963806446,1.0
Actor_04/03-01-04-01-02-02-04.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_04/03-01-04-01-02-02-04.wav,sad,normal,04,female,Dogs are sitting by the door,second,0.3504771073282322,0.38962721761143504,0.5776572035546408,0.5579389281770886,0.2987131407890216
Actor_04/03-01-07-02-02-02-04.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_04/03-01-07-02-02-02-04.wav,disgust,strong,04,female,Dogs are sitting by the door,second,0.27127896070571833,0.6244517625122856,0.8377005842583531,0.8088739992864672,0.6272253162234863
Actor_22/03-01-03-02-01-01-22.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_22/03-01-03-02-01-01-22.wav,happy,strong,22,male,Kids are talking by the door,first,0.11119130267464984,1.0,0.9775689260916728,0.9163124437255796,1.0
Actor_19/03-01-07-01-01-02-19.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_19/03-01-07-01-01-02-19.wav,disgust,normal,19,male,Kids are talking by the door,second,0.2382936722552944,0.6414625077177754,0.7363902454026144,0.8457225935775492,0.5395837135342696
Actor_19/03-01-01-01-02-01-19.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_19/03-01-01-01-02-01-19.wav,neutral,normal,19,male,Dogs are sitting by the door,first,0.1136457824518014,0.8107086623421108,0.887783034499115,0.6959976943303615,0.5800629347370749
Actor_02/03-01-03-02-01-02-02.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_02/03-01-03-02-01-02-02.wav,happy,strong,02,female,Kids are talking by the door,second,0.12616332083836776,0.9263387098730193,0.9924368498553259,0.9557157012824762,1.0
Actor_14/03-01-03-02-01-02-14.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_14/03-01-03-02-01-02-14.wav,happy,strong,14,male,Kids are talking by the door,second,0.10345831874459505,0.9800526917126161,0.9784667449998212,0.9798387186832785,1.0
Actor_05/03-01-04-01-01-02-05.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_05/03-01-04-01-01-02-05.wav,sad,normal,05,female,Kids are talking by the door,second,0.3751716984316661,0.3598133656809984,0.578394891780087,0.5705563284857817,0.37058522631213886
Actor_14/03-01-05-02-02-02-14.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_14/03-01-05-02-02-02-14.wav,angry,strong,14,male,Dogs are sitting by the door,second,0.19904913037759064,0.9476204385585307,0.9523300211164244,0.9473809063275931,0.9795325285152255
Actor_19/03-01-05-01-02-01-19.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_19/03-01-05-01-02-01-19.wav,angry,normal,19,male,Dogs are sitting by the door,first,0.25745597108871965,0.772334061957856,0.5811020421905038,0.9833035705925661,0.8699241138640791
Actor_02/03-01-05-01-01-02-02.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_02/03-01-05-01-01-02-02.wav,angry,normal,02,female,Kids are talking by the door,second,0.35819637502796603,0.7868900732127538,0.7292908488425602,0.8027634790638773,0.7433239348471247
Actor_13/03-01-03-01-02-01-13.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_13/03-01-03-01-02-01-13.wav,happy,normal,13,male,Dogs are sitting by the door,first,0.021401104275773394,0.8819575664992607,0.8902492316372055,0.7847262575834861,0.9742485787221151
Actor_12/03-01-05-02-02-02-12.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_12/03-01-05-02-02-02-12.wav,angry,strong,12,female,Dogs are sitting by the door,second,0.28297046836691786,1.0,0.8227478811614295,0.9227913384819143,1.0
Actor_10/03-01-05-02-02-01-10.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_10/03-01-05-02-02-01-10.wav,angry,strong,10,female,Dogs are sitting by the door,first,0.19508215673346913,0.9660338112577807,0.8282985298160981,0.9548049253408821,0.9628040007994685
Actor_10/03-01-07-02-02-01-10.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_10/03-01-07-02-02-01-10.wav,disgust,strong,10,female,Dogs are sitting by the door,first,0.2505254851164556,0.7647743555036312,0.8447623099760927,0.7816153504304811,0.6117780030389913
Actor_24/03-01-04-02-02-01-24.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_24/03-01-04-02-02-01-24.wav,sad,strong,24,male,Dogs are sitting by the door,first,0.37570470288460034,0.4565935599776606,0.681491870362907,0.5142917350012741,0.33566599266610503
Actor_04/03-01-06-01-01-02-04.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_04/03-01-06-01-01-02-04.wav,fearful,normal,04,female,Kids are talking by the door,second,0.8247129664051387,0.3664933280796019,0.3843824712498283,0.7054405770155485,0.4494130085996646
Actor_04/03-01-08-01-01-02-04.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_04/03-01-08-01-01-02-04.wav,surprised,normal,04,female,Kids are talking by the door,second,0.40913132437377614,0.7078836167210985,0.7948160657731576,0.8118491830567832,0.7056072816793981
Actor_23/03-01-06-02-02-02-23.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_23/03-01-06-02-02-02-23.wav,fearful,strong,23,male,Dogs are sitting by the door,second,1.0,0.36128520747116544,0.46705772238164667,0.6908565507464163,0.4515047087409748
Actor_07/03-01-06-02-02-01-07.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_07/03-01-06-02-02-01-07.wav,fearful,strong,07,female,Dogs are sitting by the door,first,1.0,0.3485390517155576,0.5144082813772153,0.7459083882281167,0.5325152434497326
Actor_22/03-01-08-02-01-01-22.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_22/03-01-08-02-01-01-22.wav,surprised,strong,22,male,Kids are talking by the door,first,0.5574966953641824,0.8373560400243597,0.9616383364043166,1.0,0.9679257340948608
Actor_02/03-01-02-01-02-02-02.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_02/03-01-02-01-02-02-02.wav,calm,normal,02,female,Dogs are sitting by the door,second,0.1789944221058089,0.7486030700934387,0.9522568087593061,0.8322942699152626,0.7576413053575171
